,x_1,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_22,x_23,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58
2960,22,10,5,66,150,0,0,0,0,0,0,2,0,0,0,0,12,55,10,1,40,11,88,198,26,4,0,0,0,0,84,33,285,32,0,5,8,3,0,8,65,21,0,0,0,0,0,0,0,0,0,0,0,46,39
2961,23,0,3,62,145,0,0,0,0,0,0,3,0,0,0,0,11,45,12,1,63,13,88,152,42,12,0,0,0,0,82,31,455,54,0,9,10,2,0,4,59,19,0,0,0,0,0,0,0,0,0,0,0,45,41
2962,22,3,5,62,120,0,0,0,0,0,0,1,0,1,1,1,12,85,5,1,80,13,68,143,22,12,0,0,0,0,83,36,440,56,1,9,9,2,0,3,55,17,0,0,0,0,0,0,0,0,0,0,0,48,40
2963,19,0,0,60,110,0,0,0,0,0,3,0,0,1,0,1,12,55,7,1,53,13,70,144,20,11,0,0,0,0,83,32,360,86,0,6,6,2,0,9,65,22,0,0,0,0,0,0,0,0,0,0,0,45,36
2964,29,0,0,53,126,0,0,0,0,0,0,2,0,0,0,1,5,85,12,1,40,13,68,140,42,9,0,0,0,1,79,32,680,98,0,9,10,0,2,11,62,20,0,0,0,0,0,0,0,0,0,0,0,46,41
2965,19,0,3,65,165,0,0,0,0,0,1,0,0,0,0,0,12,75,7,1,73,11,80,190,22,12,0,0,0,0,79,31,355,68,0,9,9,2,0,5,65,21,0,0,0,0,0,0,0,0,0,0,0,47,45
2966,20,20,8,62,115,0,0,2,0,0,4,0,0,1,0,0,12,45,10,1,60,12,66,127,21,10,1,0,0,0,74,27,430,50,0,9,9,2,0,6,68,21,0,0,0,0,0,0,0,0,0,0,0,44,40
2967,21,0,0,63,121,0,0,0,0,0,0,0,0,0,0,1,12,45,10,1,43,13,70,136,24,10,0,0,0,0,78,30,430,69,0,8,9,2,0,10,64,21,0,0,0,0,0,0,0,0,0,0,0,46,39
2968,33,40,11,63,127,0,0,0,0,0,0,1,0,0,0,0,12,45,20,1,67,14,70,154,35,12,0,1,0,0,80,30,455,61,0,8,9,3,0,1,64,22,0,0,0,0,0,0,0,0,0,0,0,43,39
2969,19,20,3,65,138,0,0,0,0,0,0,0,0,0,0,0,12,35,7,1,53,12,80,152,25,12,0,0,0,0,80,36,370,48,0,9,10,2,0,3,73,23,0,0,0,0,0,0,0,0,0,0,0,47,41
2970,29,20,11,62,110,0,0,0,0,0,0,1,0,2,0,0,11,85,12,1,60,14,70,130,31,10,0,0,0,1,77,25,460,46,0,9,9,2,0,1,45,14,0,1,0,0,0,0,0,0,0,0,0,46,38
2971,17,10,1,66,122,0,0,0,0,0,0,0,1,2,0,0,12,45,7,1,63,13,68,154,18,12,0,0,0,0,81,38,620,64,0,5,9,2,0,3,59,18,0,0,0,0,0,0,0,0,0,0,0,43,40
2972,21,0,0,65,110,0,0,0,0,0,0,4,0,1,0,1,12,35,8,1,30,11,70,138,21,10,0,1,0,0,80,33,540,65,1,9,9,0,2,5,52,16,0,0,0,0,0,0,0,0,0,0,0,46,38
2973,21,30,8,62,117,0,0,0,0,0,0,1,0,1,0,1,12,85,7,1,93,13,70,149,22,14,0,1,0,0,79,39,480,62,1,9,9,3,0,1,60,20,1,0,0,0,0,0,0,0,0,0,0,46,41
2974,22,0,3,63,140,0,0,0,0,0,0,0,0,0,0,0,12,95,8,1,70,11,76,166,22,10,1,0,0,0,81,33,320,54,1,9,9,1,2,5,55,17,0,0,0,0,0,0,0,0,0,0,0,46,40
2975,43,3,7,63,125,0,0,0,0,0,0,3,0,3,0,1,12,85,10,1,60,10,70,146,38,12,0,0,0,0,71,26,310,51,0,5,7,3,0,4,49,15,0,0,0,6,0,0,0,0,0,0,0,46,35
2976,22,0,0,65,115,0,0,0,0,0,1,0,0,0,0,0,16,85,10,1,93,11,74,128,22,18,0,0,0,0,81,34,335,58,0,8,9,0,2,8,48,15,0,0,0,0,0,0,0,0,0,0,0,49,41
2977,22,20,9,64,140,0,0,0,0,0,0,0,0,1,0,0,12,65,8,1,70,12,80,162,23,12,0,0,0,0,78,35,470,47,0,9,10,3,0,3,53,17,0,0,0,0,0,0,0,0,0,0,0,47,40
2978,25,0,1,62,115,0,1,0,1,0,0,0,0,0,1,1,16,75,7,1,93,12,60,134,24,17,0,0,0,0,80,39,450,89,1,9,9,0,2,8,67,22,0,0,0,0,0,0,0,0,0,0,0,48,43
2979,21,0,0,67,135,0,0,0,0,0,0,2,0,0,1,1,16,55,10,1,87,11,84,162,26,16,0,1,0,0,83,36,365,56,1,6,8,0,2,3,56,17,0,0,0,0,0,0,0,0,0,0,0,45,41
2980,18,0,4,64,123,0,0,0,0,0,1,0,0,0,0,1,10,25,7,1,17,13,76,146,22,8,0,0,0,0,85,34,440,85,0,6,8,2,0,1,45,15,0,0,0,1,0,0,0,0,0,0,0,46,38
2981,23,0,0,62,114,0,0,0,0,0,0,0,1,0,0,1,12,95,7,1,63,11,70,140,31,12,0,0,0,0,74,35,365,50,1,7,9,3,0,3,53,17,0,0,0,0,0,0,0,0,0,0,0,45,40
2982,18,20,9,63,134,0,0,0,0,0,0,0,0,0,0,1,12,25,7,1,43,11,54,162,23,10,0,0,0,0,82,34,460,59,0,6,9,2,0,8,64,21,0,0,0,0,0,0,0,0,0,0,0,45,41
2983,23,0,0,61,105,0,0,0,0,0,1,2,0,2,0,0,13,35,10,1,77,13,82,124,26,15,0,0,0,0,78,41,510,57,1,9,9,2,0,3,72,23,0,0,0,0,0,0,0,0,0,0,0,46,39
2984,22,30,10,64,165,0,0,0,0,0,1,0,0,0,0,0,9,65,17,1,50,10,70,189,23,7,0,0,0,0,55,19,480,59,0,8,8,4,0,6,42,15,1,0,0,4,0,0,2,1,0,0,3,44,38
2985,44,20,26,64,145,0,0,0,0,0,0,1,1,0,0,0,12,25,8,1,40,14,72,164,53,8,0,1,0,0,83,32,430,60,0,2,5,2,0,0,69,19,0,0,0,4,0,0,0,2,0,0,3,46,43
2986,20,0,1,66,120,0,0,0,0,0,0,0,1,2,0,0,15,105,20,1,93,13,70,125,21,16,0,0,0,0,73,35,510,53,0,7,9,0,2,1,46,15,0,0,0,0,0,0,0,0,0,0,0,47,41
2987,23,0,0,60,161,0,0,0,0,0,0,1,0,0,0,1,5,45,17,1,37,17,70,169,27,5,0,1,0,0,85,32,500,59,0,8,9,0,2,2,70,22,0,0,0,0,0,0,0,0,0,0,0,45,41
2988,22,4,2,65,124,0,0,0,0,0,0,1,0,0,0,0,12,45,6,1,63,15,74,138,24,12,1,0,0,0,80,36,460,67,1,5,9,2,0,2,51,16,0,0,0,0,0,0,0,0,0,0,0,47,41
2989,27,0.125,9,60,186,0,0,0,0,1,0,2,0,0,0,0,10,35,18,1,43,12,60,196,27,10,0,1,0,0,78,38,550,45,0,9,9,2,0,1,49,15,0,0,0,0,0,0,0,0,0,0,0,46,39
2990,21,0,0,64,103,0,0,0,0,0,1,2,0,1,0,0,12,105,7,1,73,14,78,123,26,12,0,0,0,0,73,30,470,39,0,9,10,2,0,4,52,17,0,0,0,0,0,0,0,0,0,0,0,45,39
2991,22,40,9,60,113,0,0,0,0,0,2,0,0,0,0,0,11,85,13,1,50,13,70,139,23,7,0,0,0,0,80,31,530,46,1,8,9,2,0,6,56,18,0,0,0,0,0,0,0,0,0,0,0,47,41
2992,20,10,8,62,96,0,0,0,0,0,0,0,0,2,0,1,9,85,7,1,53,14,50,120,25,10,0,0,0,0,76,29,420,70,1,9,9,3,0,7,72,24,0,0,0,0,0,0,0,0,0,0,0,44,50
2993,30,10,6,63,154,0,0,1,1,0,0,1,0,0,0,0,12,65,5,1,67,11,72,168,31,12,0,0,0,0,79,37,370,87,1,9,9,2,0,8,64,21,0,0,0,0,0,0,0,0,0,0,0,47,38
2994,22,2,11,66,142,0,0,0,0,0,2,0,1,1,0,0,14,65,10,1,60,12,78,147,25,12,0,0,0,0,79,34,505,65,0,9,9,3,0,6,59,22,0,0,0,0,0,0,0,0,0,0,0,44,36
2995,27,0,0,68,180,0,0,0,0,0,0,2,0,0,0,1,12,75,7,1,63,15,84,207,30,12,0,1,0,0,75,30,510,43,0,8,9,2,0,8,58,19,0,0,0,0,0,0,0,0,0,0,0,47,40
2996,21,20,11,66,155,0,0,0,0,0,0,0,0,0,0,1,12,65,7,1,57,12,90,164,24,12,0,0,0,0,82,36,570,60,0,8,8,1,2,1,53,16,0,0,0,0,0,0,0,0,0,0,0,46,42
2997,28,20,12,60,134,0,0,0,0,0,0,0,0,2,1,0,9,85,12,1,53,15,80,156,34,9,1,0,0,0,78,28,650,56,0,8,10,2,0,9,61,20,0,0,0,0,0,0,0,0,0,0,0,46,37
2998,29,50,14,61,155,0,0,1,0,0,4,0,1,0,0,0,10,45,18,1,43,13,78,182,37,9,0,0,0,0,80,36,535,56,1,9,9,2,0,7,62,19,0,0,0,0,0,0,0,0,0,0,0,47,37
2999,34,0,0,64,120,0,0,0,0,0,0,0,0,0,0,1,17,105,10,1,93,10,80,136,33,18,0,0,0,0,79,35,460,47,0,9,9,0,3,4,62,20,0,0,0,0,0,0,0,0,0,0,0,46,40
3000,34,20,17,65,138,0,0,1,0,0,0,1,0,0,0,0,11,65,12,1,70,13,80,159,36,12,0,3,0,0,81,36,420,67,0,2,8,2,0,2,48,15,0,0,0,2,0,0,0,0,0,0,0,46,39
3001,19,20,10,62,120,0,0,0,0,0,3,0,0,0,0,0,9,55,10,1,53,11,68,134,22,10,0,0,0,0,79,27,455,46,1,9,9,2,0,7,73,25,0,0,0,0,0,0,0,0,0,0,0,47,41
3002,21,40,6,59,85,0,2,0,0,0,0,0,0,0,0,0,10,55,12,1,73,15,68,106,23,12,0,0,0,0,69,34,400,47,0,8,9,3,0,6,63,19,0,0,1,0,0,0,0,0,0,0,0,46,41
3003,24,0,0,67,130,0,0,1,0,0,0,0,0,0,1,0,12,45,10,1,70,14,74,153,25,12,0,0,0,0,80,33,425,75,1,6,9,2,0,4,59,19,0,0,0,0,0,0,0,0,0,0,0,46,37
3004,18,5,5,66,117,0,0,0,0,0,0,0,0,0,0,0,10,35,7,1,30,12,70,148,18,5,0,0,0,0,82,39,575,76,1,7,7,2,0,0,70,22,0,0,0,1,0,0,0,0,0,0,0,44,42
3005,39,20,25,61,150,0,0,0,0,0,0,0,0,1,0,1,12,105,20,1,60,14,80,162,42,11,2,2,0,0,88,36,410,63,1,9,9,2,0,4,69,23,0,0,0,0,0,0,0,0,0,0,0,44,39
3006,17,15,4,62,130,0,0,0,0,0,0,0,0,0,0,0,8,15,18,1,20,13,70,150,19,8,0,0,0,0,78,36,410,58,1,9,10,2,0,6,67,22,0,0,0,0,0,0,0,0,0,0,0,46,40
3007,18,20,6,64,115,0,0,0,0,0,1,0,1,0,0,1,9,75,5,1,53,11,74,144,20,8,0,0,0,0,77,38,240,69,1,8,8,4,0,7,76,24,6,0,0,0,0,0,0,0,0,1,1,46,39
3008,25,0,0,65,122,0,0,0,0,0,0,0,0,0,0,1,15,55,10,1,87,13,80,149,27,17,0,1,0,0,84,38,470,59,1,9,10,0,2,5,57,18,0,0,0,0,0,0,0,0,0,0,0,48,44
3009,27,4,11,63,165,0,0,1,0,0,0,0,0,0,0,0,7,75,7,1,73,13,80,181,35,12,0,0,0,0,82,35,415,50,1,8,9,3,0,6,69,23,0,0,0,0,0,0,0,0,0,0,0,46,36
3010,21,0,0,65,135,0,0,1,0,0,2,0,0,2,1,1,12,75,10,1,73,13,64,137,22,12,0,0,0,0,80,38,340,53,1,9,9,0,2,5,49,15,0,0,0,0,0,0,0,0,0,0,0,47,40
3011,18,0,1,64,135,0,0,0,0,0,0,0,0,1,0,0,12,25,7,1,50,11,82,158,20,12,0,0,0,0,79,33,500,47,1,9,9,0,2,3,66,21,0,0,0,0,0,0,0,0,0,0,0,47,39
3012,19,10,2,67,155,0,0,0,0,0,0,0,0,0,0,0,12,85,14,1,53,15,82,177,25,9,0,0,0,0,80,35,385,52,0,9,10,2,0,9,57,18,0,0,0,0,0,0,0,0,0,0,0,46,37
3013,17,3,3,66,128,0,0,0,0,0,0,0,1,0,0,0,10,85,10,1,40,14,88,143,24,5,0,0,0,0,82,39,440,44,0,9,9,3,0,5,60,18,0,0,0,0,0,0,0,2,0,0,1,45,40
3014,22,0,0,63,111,0,1,0,0,0,1,0,0,0,1,1,12,65,10,1,50,16,72,136,31,11,0,0,0,0,85,39,600,52,0,6,8,3,0,1,62,19,1,0,0,0,0,0,0,0,0,0,0,45,49
3015,24,40,12,66,220,0,0,0,0,0,1,3,0,2,0,0,9,55,15,1,47,12,80,220,31,10,0,0,0,0,76,28,500,52,1,7,9,2,0,3,51,17,0,0,0,0,0,0,0,0,0,0,0,45,40
3016,17,5,1,64,102,0,0,1,0,0,0,0,0,0,0,0,12,65,7,1,77,12,76,120,19,12,0,0,0,0,81,32,310,58,1,4,8,5,0,6,54,17,0,0,0,1,0,0,0,0,0,0,0,45,36
3017,21,0,0,61,138,0,0,0,1,0,0,0,2,2,0,1,12,85,7,1,70,9,78,156,26,12,0,0,0,0,81,38,440,54,0,6,8,2,0,4,60,20,0,0,0,0,0,0,0,0,0,0,0,45,40
3018,37,0,0,60,200,0,0,0,0,2,0,1,0,2,0,0,2,55,8,1,73,11,72,206,34,12,1,0,0,0,72,32,400,57,0,8,8,2,0,4,57,18,0,0,1,0,0,0,0,0,0,0,0,44,40
3019,25,15,9,61,113,0,0,0,0,0,0,1,0,0,0,0,12,35,12,1,33,14,72,132,28,9,0,0,0,0,79,31,580,50,0,7,8,2,0,0,64,19,0,0,0,0,0,0,0,0,0,0,0,45,40
3020,17,0,1,62,113,0,0,0,0,0,0,2,0,1,0,0,11,35,10,1,63,12,80,133,19,12,0,0,0,0,85,32,510,42,0,8,8,2,0,6,52,17,0,0,0,0,0,0,0,0,0,0,0,46,39
3021,29,0,0,64,130,0,0,0,0,0,0,0,0,0,0,0,12,55,15,1,83,12,92,156,30,13,0,0,0,0,86,40,480,61,0,7,8,2,0,1,62,20,0,0,0,0,0,0,0,0,0,0,0,46,39
3022,21,20,8,63,125,0,0,0,0,0,0,1,0,0,1,0,11,65,10,1,57,13,75,140,23,12,0,0,0,0,41,20,430,37,0,9,9,3,0,8,51,17,0,0,0,0,0,0,0,0,0,0,0,45,37
3023,39,0,0,63,100,0,0,0,0,0,0,2,1,1,0,1,12,75,5,1,70,16,78,121,30,12,0,1,0,0,78,36,350,41,1,9,9,0,2,4,67,21,0,0,0,0,0,0,0,0,0,0,0,45,35
3024,21,1,7,68,140,0,0,0,0,0,0,0,0,0,0,0,8,25,10,1,50,15,60,150,28,12,0,0,0,0,84,35,430,45,0,9,9,0,2,3,60,18,0,0,0,0,0,0,0,0,0,0,0,46,39
3025,29,2,10,62,101,0,0,1,0,0,1,1,0,0,0,1,12,105,14,1,73,15,70,127,29,12,1,0,1,0,81,30,525,55,0,8,10,2,0,10,63,21,0,0,0,0,0,0,0,0,0,0,0,45,35
3026,22,0,4,60,100,0,0,0,0,0,0,0,0,0,1,0,12,45,10,1,67,12,80,119,24,12,0,0,0,0,81,38,430,57,1,7,9,2,0,9,64,21,1,0,0,0,0,0,0,0,0,0,0,46,38
3027,18,20,3,61,108,0,0,0,0,0,1,0,0,0,0,0,12,55,5,1,53,14,60,137,19,11,0,0,0,0,84,32,265,54,1,1,6,3,0,5,81,27,0,0,0,1,0,0,0,1,0,0,0,47,40
3028,26,1,5,65,125,0,0,0,0,0,0,0,0,0,0,0,18,75,7,1,93,12,76,142,30,18,0,0,0,0,77,30,300,55,0,7,9,0,2,1,67,22,0,0,0,0,0,0,0,0,0,0,0,47,41
3029,22,20,10,61,132,0,0,0,0,0,1,1,0,0,0,0,8,85,7,1,70,10,80,152,28,12,0,0,0,0,81,40,445,62,0,8,9,2,0,5,51,16,0,0,0,0,0,0,0,0,0,0,0,45,41
3030,25,20,9,68,144,0,0,0,0,0,0,0,1,0,0,0,12,45,10,1,53,12,70,158,30,12,0,0,0,0,78,36,530,80,0,5,8,1,2,1,57,18,0,0,0,0,0,0,0,0,0,0,0,43,40
3031,23,0,0,60,96,0,1,0,1,0,1,0,0,1,0,1,4,65,15,1,43,14,68,123,25,5,0,0,0,0,75,29,430,46,0,8,9,2,0,10,74,24,0,0,0,0,0,0,0,0,0,0,0,45,38
3032,19,0,0,62,105,0,0,0,0,0,0,0,0,1,0,1,9,75,10,1,53,11,72,130,19,11,0,0,0,0,76,29,470,59,0,7,9,2,0,7,56,17,0,0,0,1,0,0,0,0,0,0,0,47,39
3033,24,10,7,68,145,0,0,0,1,0,0,0,2,0,0,1,18,75,4,1,93,12,70,170,24,18,0,0,0,0,78,35,420,66,1,6,9,0,2,2,68,21,0,0,0,0,0,0,0,0,0,0,0,46,42
3034,37,8,12,65,190,0,0,0,0,0,0,0,1,0,0,0,12,45,25,1,67,13,92,220,35,13,0,0,0,0,80,39,505,61,1,8,9,3,0,3,66,20,0,0,0,0,0,0,0,0,0,0,0,48,39
3035,19,10,8,61,110,0,0,0,0,0,0,1,0,0,0,0,11,45,20,1,53,12,70,120,22,11,0,0,0,0,82,31,500,87,1,5,6,2,0,1,57,19,0,0,0,1,0,0,0,0,0,0,1,47,38
3036,31,20,9,62,115,0,0,0,0,0,0,0,0,0,1,1,10,65,12,1,43,11,80,128,35,6,0,0,0,1,73,29,355,52,0,6,7,4,0,5,40,12,0,0,0,0,1,0,2,0,0,0,2,44,34
3037,23,0,0,68,153,0,0,0,0,0,0,0,0,0,0,0,13,45,12,1,63,13,72,170,26,12,0,0,0,0,83,40,570,62,0,9,9,0,2,5,55,18,0,0,0,0,0,0,0,0,0,0,0,46,43
3038,39,0,0,61,120,0,0,0,0,0,0,0,1,0,0,0,12,65,12,1,77,16,78,135,43,13,0,0,0,0,82,38,350,68,0,9,10,0,2,6,53,17,0,0,0,0,0,0,0,0,0,0,0,47,39
3039,20,25,4,64,110,0,0,2,0,0,0,0,0,0,0,0,15,5,10,1,47,14,82,142,22,15,0,0,0,0,80,39,510,46,0,6,9,1,1,1,60,19,0,0,0,0,0,0,0,0,0,0,0,44,40
3040,27,10,10,66,132,0,0,0,0,0,1,0,0,0,0,0,14,45,10,1,70,13,70,149,27,15,0,0,0,0,82,38,540,81,1,9,9,0,2,3,63,19,0,0,0,0,0,0,0,0,0,0,0,47,43
3041,21,0,7,60,120,0,0,0,0,0,0,0,1,0,0,0,12,55,5,1,63,12,64,139,22,12,0,0,0,0,81,37,435,42,1,9,9,2,0,7,65,22,0,0,0,0,0,0,0,0,0,0,0,45,39
3042,22,30,4,65,100,0,0,0,1,0,0,0,0,0,0,0,12,25,10,1,27,13,80,125,24,8,0,0,0,0,76,28,300,73,1,6,9,3,0,5,63,20,0,0,0,3,0,0,0,0,0,0,0,47,40
3043,29,0,0,67,165,0,0,0,0,0,3,0,0,0,0,0,12,35,13,1,33,13,72,185,24,9,0,0,0,0,89,38,680,97,0,8,9,2,0,5,46,14,0,0,0,0,0,0,0,0,0,0,0,46,38
3044,24,10,6,66,135,0,0,0,0,0,0,0,0,0,0,1,12,105,10,1,90,9,70,153,25,16,0,0,0,0,82,39,440,63,0,9,10,2,0,2,59,19,1,0,0,0,0,0,0,0,0,0,0,47,40
3045,21,6,3,65,137,0,0,0,0,0,0,0,0,1,0,1,12,85,15,1,63,13,80,166,22,10,0,0,0,0,80,34,470,62,1,8,9,2,0,5,73,24,0,0,0,0,0,0,0,0,0,0,0,47,39
3046,20,10,3,63,112,0,0,0,0,0,0,0,0,0,0,0,14,25,10,1,70,13,66,140,20,14,0,0,0,0,81,37,405,61,1,6,9,2,0,3,47,15,0,0,0,0,0,0,0,0,0,0,0,47,40
3047,23,0.125,12,60,110,0,0,0,0,0,0,0,0,0,0,0,17,65,10,1,70,10,92,122,23,12,0,0,0,0,84,28,485,75,1,6,9,0,2,0,50,16,0,0,0,0,0,0,0,0,0,0,0,47,39
3048,25,0,0,64,125,0,0,0,1,0,1,0,0,0,1,0,16,65,5,1,63,13,70,140,22,17,0,0,0,0,82,32,350,56,1,6,7,2,0,3,33,11,0,0,0,2,0,0,0,0,0,0,1,46,35
3049,38,0,0,65,130,0,1,0,0,0,0,1,0,1,0,1,12,95,12,1,63,14,70,154,38,12,0,1,0,0,75,31,595,85,1,8,9,2,0,5,60,19,0,0,0,0,0,0,0,0,0,0,0,46,42
3050,31,15,14,62,160,1,0,0,0,0,0,0,0,0,0,0,9,45,14,1,43,13,82,175,32,11,1,0,0,0,76,35,635,98,1,6,9,2,0,2,64,19,0,0,0,0,0,0,0,0,0,0,0,47,41
3051,20,4,5,65,108,0,0,0,0,0,0,1,0,0,0,0,12,55,7,1,77,14,62,118,24,12,0,0,0,0,81,35,410,49,0,9,9,0,2,3,57,18,0,0,0,0,0,0,0,0,0,0,0,45,40
3052,19,0,0,61,130,0,0,0,0,0,0,0,0,2,0,0,11,45,10,1,60,13,70,141,24,12,0,0,0,0,75,25,480,53,0,8,9,2,0,0,52,16,0,0,0,0,0,0,0,0,0,0,0,44,41
3053,22,0,0,61,121,0,0,0,0,0,3,0,0,0,0,0,9,15,8,1,50,13,80,139,23,12,0,0,0,0,75,27,660,54,0,8,8,2,0,2,48,15,0,0,0,0,0,0,0,0,0,0,0,47,36
3054,20,20,5,64,135,0,0,0,0,0,0,1,0,2,0,0,10,65,7,1,57,12,82,150,22,10,0,0,0,0,81,33,410,56,0,9,9,2,0,6,54,19,0,0,0,0,0,0,0,0,0,0,0,44,39
3055,28,0,0,62,118,0,0,0,0,0,0,1,0,0,0,1,3,65,13,0,47,13,72,135,21,3,0,0,0,0,80,33,410,42,0,9,9,0,3,6,68,23,0,0,0,0,0,0,0,0,0,0,0,44,39
3056,24,0,0,63,107,0,0,0,0,0,0,0,1,0,1,0,12,65,10,1,60,17,70,129,24,11,1,0,0,0,82,38,430,70,1,9,9,2,0,5,50,16,0,0,0,0,0,0,0,0,0,0,0,46,41
3057,23,0,0,60,130,0,0,0,0,0,2,0,1,1,2,1,12,55,17,1,47,13,80,134,27,4,2,0,0,0,77,33,635,42,0,9,9,2,0,1,54,17,0,0,0,0,0,0,0,0,0,0,0,45,39
3058,18,20,8,61,122,0,0,0,0,0,0,0,0,0,0,0,11,45,7,1,30,10,82,118,24,7,0,0,0,0,81,38,340,64,1,9,9,3,0,4,57,19,0,0,0,0,0,0,0,0,0,0,0,43,40
3059,32,4,10,62,119,0,3,0,0,0,1,0,0,0,0,1,10,65,15,1,63,12,90,150,44,14,0,1,0,0,80,29,410,49,0,9,9,2,0,1,76,24,0,0,0,0,0,0,0,0,0,0,0,46,39
3060,24,0,0,57,135,0,0,0,0,0,0,0,0,1,0,1,5,85,10,1,50,10,80,163,29,5,0,0,0,0,74,29,420,63,1,9,9,0,2,2,57,18,0,0,0,0,0,0,0,0,0,0,0,45,41
3061,22,20,10,66,135,0,0,0,0,0,4,0,0,1,0,1,12,45,10,1,63,13,60,150,22,12,0,0,0,0,82,38,320,61,0,2,7,3,0,4,69,22,0,0,0,0,0,0,0,0,0,0,0,45,45
3062,22,10,5,62,130,0,1,0,1,0,1,0,0,1,2,0,9,35,12,1,47,12,62,153,23,10,0,0,0,0,76,33,475,61,1,9,9,2,0,9,59,19,0,0,0,0,0,0,0,0,0,0,0,48,38
3063,24,0,0,65,90,0,0,0,0,0,2,0,0,1,0,1,12,105,3,1,93,16,70,121,28,14,0,0,0,0,77,28,520,68,1,9,9,2,0,1,63,21,4,0,0,0,0,0,0,0,0,0,0,46,42
3064,18,8,4,62,100,0,0,0,0,0,0,0,0,0,0,0,11,85,10,0,60,11,70,120,22,11,0,0,0,0,76,31,370,56,0,9,9,0,2,1,65,21,0,0,0,0,0,0,0,0,0,0,0,45,46
3065,23,0,0,62,150,0,0,0,0,0,0,0,0,0,0,0,11,65,12,1,43,13,80,173,31,6,0,0,0,0,80,38,550,55,1,9,9,2,0,5,53,17,0,0,0,0,0,0,0,0,0,0,0,47,41
3066,24,0.5,4,65,122,0,0,0,0,0,0,1,0,0,0,0,12,45,8,1,57,14,78,141,26,12,0,1,0,0,80,34,450,59,0,9,10,2,0,4,58,18,0,0,0,0,0,0,0,0,0,0,0,45,46
3067,21,20,9,62,150,0,1,0,0,0,0,0,0,1,0,0,11,35,10,1,57,12,70,179,23,12,0,0,0,0,81,36,425,54,1,9,9,3,0,2,67,22,0,0,0,0,0,0,0,0,0,0,0,46,41
3068,17,0,1,60,110,0,1,1,0,0,0,2,0,1,0,0,10,35,10,1,60,13,70,141,21,12,0,0,0,0,79,30,395,49,0,7,9,2,0,2,60,19,0,0,0,0,0,0,0,0,0,0,0,45,40
3069,31,0,0,64,125,3,0,0,0,0,0,1,0,0,0,1,12,75,10,1,93,15,70,145,26,17,0,0,0,0,79,33,475,48,1,9,9,0,2,6,57,18,0,0,0,0,0,0,0,0,0,0,0,48,40
3070,21,0,3,62,115,0,1,0,0,0,0,1,0,1,1,0,12,85,10,1,87,13,50,140,30,12,0,0,0,0,82,35,540,98,0,8,9,0,3,7,65,24,0,0,0,3,0,0,0,0,0,0,1,46,39
3071,26,15,10,65,135,0,0,0,0,0,1,0,0,0,0,1,12,65,12,1,70,12,70,158,25,12,0,0,0,0,84,39,715,72,1,7,9,0,2,2,51,17,0,0,0,0,0,0,0,0,0,0,0,46,43
3072,26,0,0,62,105,0,0,0,0,0,0,0,0,0,0,1,12,85,7,1,50,13,80,132,32,10,0,0,0,0,70,27,345,53,1,9,9,0,3,6,65,22,0,0,0,0,0,0,0,0,0,0,0,46,41
3073,22,10,7,65,140,0,0,0,0,0,0,1,0,0,0,0,11,65,5,1,77,16,76,158,27,12,0,0,0,0,83,37,490,68,1,9,9,2,0,6,57,19,0,0,0,0,0,0,0,0,0,0,0,45,40
3074,23,20,8,67,120,0,0,0,0,0,0,0,0,0,0,0,12,35,8,1,60,12,68,142,25,12,0,0,0,0,80,39,480,85,1,9,9,2,0,0,47,15,0,0,0,0,0,0,0,0,0,0,0,45,40
3075,29,0,0,65,140,1,0,0,0,0,1,0,0,1,0,0,11,75,7,1,53,13,78,155,31,8,0,0,0,0,79,31,420,49,0,9,9,3,0,2,56,18,0,0,0,0,0,0,0,0,0,0,0,45,39
3076,25,20,8,69,217,0,0,0,0,0,0,0,0,0,0,1,12,55,7,1,77,14,80,230,23,14,0,0,0,0,85,36,595,64,0,9,9,2,0,3,66,22,0,0,0,0,0,0,0,0,0,0,0,47,39
3077,35,0,0,63,125,0,0,0,0,0,0,0,0,0,0,0,12,45,8,1,70,12,68,145,36,12,0,0,0,0,81,35,470,60,1,9,9,2,0,8,56,18,0,0,0,0,0,0,0,0,0,0,0,47,40
3078,22,10,4,61,118,0,0,0,0,0,0,0,0,0,0,0,12,35,10,1,70,13,88,132,21,12,0,0,0,0,77,40,540,69,1,9,9,3,0,1,47,15,0,0,0,0,0,0,0,0,0,0,0,46,38
3079,21,0,3,65,180,0,0,0,2,0,1,0,0,0,0,0,14,55,10,1,63,13,80,211,22,12,0,0,0,0,78,33,320,79,1,1,6,3,0,4,71,24,0,0,0,2,0,0,0,0,0,0,0,49,43
3080,37,0,17,64,126,0,0,0,0,0,0,1,0,0,0,1,11,75,17,1,40,11,70,150,41,8,0,0,0,0,79,32,490,62,1,9,9,2,0,2,58,19,0,0,0,0,0,0,0,0,0,0,0,46,44
